date,revenue,units_sold,product,region
2026-03-13,306.92,2,Growth Plan,APAC
2026-03-13,161.06,1,Growth Plan,North America
2026-03-13,54.54,1,Starter Plan,APAC
2026-03-13,107.69,2,Starter Plan,North America
2026-03-13,354.68,2,Growth Plan,APAC
2026-03-13,645.9,2,Enterprise Plan,EMEA
2026-03-13,109.65,2,Starter Plan,North America
2026-03-13,337.06,1,Enterprise Plan,EMEA
2026-03-13,389.81,2,Growth Plan,North America
2026-03-13,25.03,1,Add-on Seats,EMEA
2026-03-13,303.71,2,Growth Plan,North America
2026-03-13,105.31,2,Starter Plan,APAC
2026-03-13,106.82,2,Starter Plan,North America
2026-03-13,49.97,1,Starter Plan,North America
2026-03-13,104.4,2,Starter Plan,EMEA
2026-03-13,115.05,1,Growth Plan,North America
2026-03-13,50.46,2,Add-on Seats,North America
2026-03-13,51.05,1,Starter Plan,EMEA
2026-03-13,307.71,2,Growth Plan,APAC
2026-03-13,103.1,2,Starter Plan,APAC
2026-03-13,327.83,2,Growth Plan,North America
2026-03-13,362.5,1,Enterprise Plan,EMEA
2026-03-13,103.11,2,Starter Plan,EMEA
2026-03-14,323.8,2,Growth Plan,North America
2026-03-14,168.12,1,Growth Plan,North America
2026-03-14,133.52,1,Growth Plan,APAC
2026-03-14,103.82,2,Starter Plan,North America
2026-03-14,180.75,3,Starter Plan,North America
2026-03-14,28.4,1,Add-on Seats,APAC
2026-03-14,713.04,2,Enterprise Plan,EMEA
2026-03-14,149.44,1,Growth Plan,North America
2026-03-14,348.88,2,Growth Plan,EMEA
2026-03-15,279.42,2,Growth Plan,North America
2026-03-15,148.46,1,Growth Plan,APAC
2026-03-15,106.07,2,Starter Plan,North America
2026-03-15,113.61,2,Starter Plan,North America
2026-03-15,775.96,2,Enterprise Plan,North America
2026-03-15,29.67,1,Add-on Seats,EMEA
2026-03-15,53.36,2,Add-on Seats,EMEA
2026-03-15,50.2,1,Starter Plan,North America
2026-03-15,53.31,2,Add-on Seats,EMEA
2026-03-15,52.12,1,Starter Plan,EMEA
2026-03-15,50.53,2,Add-on Seats,EMEA
2026-03-15,307.47,2,Growth Plan,APAC
2026-03-16,59.46,1,Starter Plan,North America
2026-03-16,107.81,2,Starter Plan,APAC
2026-03-16,414.36,1,Enterprise Plan,EMEA
2026-03-16,56.89,1,Starter Plan,EMEA
2026-03-16,164.81,1,Growth Plan,North America
2026-03-16,51.18,1,Starter Plan,North America
2026-03-16,52.01,2,Add-on Seats,North America
2026-03-16,989.12,3,Enterprise Plan,North America
2026-03-16,26.53,1,Add-on Seats,EMEA
2026-03-16,61.02,2,Add-on Seats,North America
2026-03-16,51.37,1,Starter Plan,North America
2026-03-16,27.02,1,Add-on Seats,North America
2026-03-16,396.36,1,Enterprise Plan,APAC
2026-03-16,56.85,2,Add-on Seats,North America
2026-03-16,54.47,1,Starter Plan,North America
2026-03-16,57.33,1,Starter Plan,EMEA
2026-03-16,51.55,2,Add-on Seats,EMEA
2026-03-16,51.3,2,Add-on Seats,EMEA
2026-03-16,153.77,1,Growth Plan,APAC
2026-03-16,308.2,2,Growth Plan,EMEA
2026-03-16,53.64,1,Starter Plan,North America
2026-03-16,320.77,2,Growth Plan,North America
2026-03-16,25.57,1,Add-on Seats,APAC
2026-03-17,51.93,1,Starter Plan,North America
2026-03-17,654.94,2,Enterprise Plan,EMEA
2026-03-17,167.63,1,Growth Plan,North America
2026-03-17,85.86,3,Add-on Seats,EMEA
2026-03-17,24.65,1,Add-on Seats,North America
2026-03-17,27.92,1,Add-on Seats,APAC
2026-03-17,308.38,2,Growth Plan,North America
2026-03-17,173.58,3,Starter Plan,North America
2026-03-17,45.83,2,Add-on Seats,North America
2026-03-17,722.74,2,Enterprise Plan,North America
2026-03-17,185.02,1,Growth Plan,APAC
2026-03-17,26.67,1,Add-on Seats,EMEA
2026-03-17,52.42,2,Add-on Seats,North America
2026-03-17,681.94,2,Enterprise Plan,APAC
2026-03-17,303.5,2,Growth Plan,North America
2026-03-17,27.2,1,Add-on Seats,North America
2026-03-17,118.08,2,Starter Plan,EMEA
2026-03-17,825.57,2,Enterprise Plan,EMEA
2026-03-17,111.66,2,Starter Plan,North America
2026-03-17,98.48,2,Starter Plan,North America
2026-03-17,375.65,2,Growth Plan,North America
2026-03-17,48.71,2,Add-on Seats,APAC
2026-03-17,159.9,1,Growth Plan,North America
2026-03-17,54.04,2,Add-on Seats,APAC
2026-03-17,54.53,1,Starter Plan,EMEA
2026-03-17,57.05,1,Starter Plan,North America
2026-03-17,53.41,1,Starter Plan,North America
2026-03-17,774.93,2,Enterprise Plan,APAC
2026-03-18,99.2,2,Starter Plan,North America
2026-03-18,49.89,1,Starter Plan,North America
2026-03-18,55.5,1,Starter Plan,North America
2026-03-18,61.65,2,Add-on Seats,APAC
2026-03-18,25.39,1,Add-on Seats,North America
2026-03-18,329.15,1,Enterprise Plan,North America
2026-03-18,127.55,1,Growth Plan,North America
2026-03-18,29.3,1,Add-on Seats,APAC
2026-03-18,97.75,2,Starter Plan,EMEA
2026-03-18,169.22,3,Starter Plan,APAC
2026-03-18,23.46,1,Add-on Seats,EMEA
2026-03-18,102.28,2,Starter Plan,EMEA
2026-03-18,52.67,1,Starter Plan,EMEA
2026-03-18,350.19,2,Growth Plan,EMEA
2026-03-18,168.94,1,Growth Plan,EMEA
2026-03-18,710.62,2,Enterprise Plan,North America
2026-03-18,53.44,1,Starter Plan,APAC
2026-03-18,186.96,1,Growth Plan,North America
2026-03-18,47.27,1,Starter Plan,EMEA
2026-03-18,29.57,1,Add-on Seats,North America
2026-03-18,790.11,2,Enterprise Plan,North America
2026-03-18,311.04,2,Growth Plan,APAC
2026-03-18,168.02,1,Growth Plan,North America
2026-03-18,56.02,2,Add-on Seats,APAC
2026-03-18,181.15,1,Growth Plan,North America
2026-03-18,336.22,2,Growth Plan,North America
2026-03-18,43.82,1,Starter Plan,North America
2026-03-18,157.47,1,Growth Plan,EMEA
2026-03-18,24.81,1,Add-on Seats,EMEA
2026-03-18,57.89,1,Starter Plan,EMEA
2026-03-18,47.99,1,Starter Plan,North America
2026-03-19,369.8,1,Enterprise Plan,North America
2026-03-19,57.25,1,Starter Plan,North America
2026-03-19,93.29,2,Starter Plan,North America
2026-03-19,53.41,1,Starter Plan,APAC
2026-03-19,50.94,1,Starter Plan,North America
2026-03-19,27.44,1,Add-on Seats,North America
2026-03-19,54.73,1,Starter Plan,North America
2026-03-19,301.22,2,Growth Plan,EMEA
2026-03-19,742.15,2,Enterprise Plan,APAC
2026-03-19,26.08,1,Add-on Seats,North America
2026-03-19,58.14,2,Add-on Seats,North America
2026-03-19,377.56,2,Growth Plan,North America
2026-03-19,456.67,1,Enterprise Plan,EMEA
2026-03-19,166.03,1,Growth Plan,North America
2026-03-19,171.07,1,Growth Plan,North America
2026-03-19,840.73,2,Enterprise Plan,APAC
2026-03-19,51.51,1,Starter Plan,EMEA
2026-03-19,99.1,2,Starter Plan,North America
2026-03-19,118.71,2,Starter Plan,APAC
2026-03-19,49.53,2,Add-on Seats,APAC
2026-03-19,742.0,2,Enterprise Plan,North America
2026-03-19,52.26,1,Starter Plan,North America
2026-03-19,163.82,3,Starter Plan,EMEA
2026-03-19,765.44,2,Enterprise Plan,APAC
2026-03-19,53.89,1,Starter Plan,APAC
2026-03-19,592.4,2,Enterprise Plan,APAC
2026-03-19,273.8,2,Growth Plan,EMEA
2026-03-20,166.5,3,Starter Plan,EMEA
2026-03-20,50.39,1,Starter Plan,APAC
2026-03-20,182.16,1,Growth Plan,APAC
2026-03-20,712.72,2,Enterprise Plan,North America
2026-03-20,107.9,2,Starter Plan,North America
2026-03-20,66.88,3,Add-on Seats,North America
2026-03-20,144.09,1,Growth Plan,EMEA
2026-03-20,59.43,2,Add-on Seats,EMEA
2026-03-20,53.98,1,Starter Plan,EMEA
2026-03-20,166.11,1,Growth Plan,EMEA
2026-03-20,52.11,1,Starter Plan,North America
2026-03-20,124.11,2,Starter Plan,North America
2026-03-20,336.52,2,Growth Plan,APAC
2026-03-20,112.06,2,Starter Plan,APAC
2026-03-20,156.45,3,Starter Plan,EMEA
2026-03-20,103.51,2,Starter Plan,North America
2026-03-20,29.21,1,Add-on Seats,North America
2026-03-20,59.09,2,Add-on Seats,APAC
2026-03-20,358.67,2,Growth Plan,APAC
2026-03-20,162.97,1,Growth Plan,APAC
2026-03-20,160.56,1,Growth Plan,North America
2026-03-20,258.16,2,Growth Plan,EMEA
2026-03-20,56.31,1,Starter Plan,EMEA
2026-03-20,160.7,1,Growth Plan,North America
2026-03-20,106.29,2,Starter Plan,EMEA
2026-03-20,54.92,2,Add-on Seats,North America
2026-03-20,106.28,2,Starter Plan,EMEA
2026-03-20,110.41,2,Starter Plan,EMEA
2026-03-20,495.3,3,Growth Plan,North America
2026-03-20,137.96,1,Growth Plan,North America
2026-03-20,289.97,2,Growth Plan,EMEA
2026-03-20,269.22,2,Growth Plan,EMEA
2026-03-20,154.75,1,Growth Plan,EMEA
2026-03-20,51.16,1,Starter Plan,North America
2026-03-20,54.39,1,Starter Plan,EMEA
2026-03-20,174.75,1,Growth Plan,North America
2026-03-20,375.76,1,Enterprise Plan,EMEA
2026-03-20,407.34,1,Enterprise Plan,APAC
2026-03-20,46.52,1,Starter Plan,EMEA
2026-03-20,755.19,2,Enterprise Plan,APAC
2026-03-21,53.79,1,Starter Plan,North America
2026-03-21,29.15,1,Add-on Seats,North America
2026-03-21,109.89,2,Starter Plan,North America
2026-03-21,58.77,2,Add-on Seats,APAC
2026-03-21,50.26,1,Starter Plan,North America
2026-03-21,62.59,1,Starter Plan,EMEA
2026-03-21,53.49,1,Starter Plan,North America
2026-03-21,381.59,1,Enterprise Plan,APAC
2026-03-22,112.18,2,Starter Plan,EMEA
2026-03-22,153.44,1,Growth Plan,North America
2026-03-22,161.49,1,Growth Plan,North America
2026-03-22,61.93,1,Starter Plan,North America
2026-03-22,30.93,1,Add-on Seats,North America
2026-03-22,822.6,2,Enterprise Plan,APAC
2026-03-22,366.7,2,Growth Plan,North America
2026-03-22,47.45,1,Starter Plan,APAC
2026-03-22,818.04,2,Enterprise Plan,North America
2026-03-22,98.55,2,Starter Plan,EMEA
2026-03-23,60.12,1,Starter Plan,EMEA
2026-03-23,51.33,2,Add-on Seats,North America
2026-03-23,52.87,2,Add-on Seats,EMEA
2026-03-23,110.16,2,Starter Plan,North America
2026-03-23,107.41,2,Starter Plan,North America
2026-03-23,49.23,1,Starter Plan,EMEA
2026-03-23,724.35,2,Enterprise Plan,EMEA
2026-03-23,353.04,2,Growth Plan,North America
2026-03-23,98.38,2,Starter Plan,EMEA
2026-03-23,56.11,2,Add-on Seats,APAC
2026-03-23,50.32,1,Starter Plan,North America
2026-03-23,51.98,2,Add-on Seats,North America
2026-03-23,50.62,2,Add-on Seats,North America
2026-03-23,760.67,2,Enterprise Plan,North America
2026-03-23,50.82,1,Starter Plan,APAC
2026-03-23,27.61,1,Add-on Seats,North America
2026-03-23,350.22,2,Growth Plan,North America
2026-03-23,159.73,3,Starter Plan,North America
2026-03-23,58.73,1,Starter Plan,APAC
2026-03-23,1375.9,3,Enterprise Plan,North America
2026-03-23,112.55,2,Starter Plan,North America
2026-03-23,56.47,2,Add-on Seats,APAC
2026-03-23,106.51,2,Starter Plan,APAC
2026-03-23,164.51,1,Growth Plan,North America
2026-03-23,803.76,2,Enterprise Plan,EMEA
2026-03-23,51.69,2,Add-on Seats,North America
2026-03-23,175.93,1,Growth Plan,APAC
2026-03-23,338.22,2,Growth Plan,North America
2026-03-24,166.03,1,Growth Plan,North America
2026-03-24,59.2,1,Starter Plan,North America
2026-03-24,165.14,1,Growth Plan,North America
2026-03-24,170.48,1,Growth Plan,EMEA
2026-03-24,414.27,1,Enterprise Plan,North America
2026-03-24,55.15,1,Starter Plan,North America
2026-03-24,28.22,1,Add-on Seats,North America
2026-03-24,159.07,1,Growth Plan,North America
2026-03-24,104.41,2,Starter Plan,North America
2026-03-24,376.64,2,Growth Plan,North America
2026-03-24,50.51,1,Starter Plan,EMEA
2026-03-24,53.34,1,Starter Plan,North America
2026-03-24,64.31,2,Add-on Seats,North America
2026-03-24,96.44,2,Starter Plan,EMEA
2026-03-24,316.48,2,Growth Plan,EMEA
2026-03-24,150.36,1,Growth Plan,EMEA
2026-03-24,111.36,2,Starter Plan,North America
2026-03-24,430.92,1,Enterprise Plan,EMEA
2026-03-24,154.34,1,Growth Plan,APAC
2026-03-24,70.58,3,Add-on Seats,EMEA
2026-03-24,161.04,1,Growth Plan,EMEA
2026-03-24,161.82,1,Growth Plan,North America
2026-03-24,176.56,1,Growth Plan,North America
2026-03-24,150.37,1,Growth Plan,North America
2026-03-24,784.89,2,Enterprise Plan,North America
2026-03-24,51.73,2,Add-on Seats,North America
2026-03-24,92.38,2,Starter Plan,EMEA
2026-03-24,58.35,1,Starter Plan,APAC
2026-03-24,147.43,3,Starter Plan,APAC
2026-03-24,53.33,1,Starter Plan,North America
2026-03-24,381.47,1,Enterprise Plan,EMEA
2026-03-24,28.33,1,Add-on Seats,APAC
2026-03-25,55.14,1,Starter Plan,North America
2026-03-25,49.73,1,Starter Plan,EMEA
2026-03-25,189.48,1,Growth Plan,EMEA
2026-03-25,48.84,1,Starter Plan,North America
2026-03-25,55.37,1,Starter Plan,APAC
2026-03-25,151.11,1,Growth Plan,APAC
2026-03-25,113.86,2,Starter Plan,APAC
2026-03-25,55.44,2,Add-on Seats,APAC
2026-03-25,29.07,1,Add-on Seats,EMEA
2026-03-25,27.86,1,Add-on Seats,APAC
2026-03-25,111.75,2,Starter Plan,North America
2026-03-25,364.85,1,Enterprise Plan,APAC
2026-03-25,26.78,1,Add-on Seats,EMEA
2026-03-25,324.35,2,Growth Plan,North America
2026-03-25,30.66,1,Add-on Seats,North America
2026-03-25,134.42,1,Growth Plan,APAC
2026-03-25,333.78,2,Growth Plan,APAC
2026-03-25,107.72,2,Starter Plan,EMEA
2026-03-25,707.08,2,Enterprise Plan,APAC
2026-03-25,168.44,1,Growth Plan,EMEA
2026-03-25,29.64,1,Add-on Seats,EMEA
2026-03-25,57.76,1,Starter Plan,North America
2026-03-25,26.67,1,Add-on Seats,North America
2026-03-25,89.36,2,Starter Plan,North America
2026-03-25,24.51,1,Add-on Seats,North America
2026-03-25,51.83,1,Starter Plan,EMEA
2026-03-25,100.79,2,Starter Plan,North America
2026-03-25,111.02,2,Starter Plan,North America
2026-03-25,428.49,1,Enterprise Plan,North America
2026-03-25,877.99,2,Enterprise Plan,North America
2026-03-25,52.11,1,Starter Plan,North America
2026-03-25,144.53,1,Growth Plan,North America
2026-03-25,348.87,2,Growth Plan,North America
2026-03-25,28.35,1,Add-on Seats,North America
2026-03-25,320.23,1,Enterprise Plan,North America
2026-03-25,329.41,2,Growth Plan,North America
2026-03-25,356.33,2,Growth Plan,North America
2026-03-26,53.93,2,Add-on Seats,North America
2026-03-26,51.71,1,Starter Plan,North America
2026-03-26,25.58,1,Add-on Seats,North America
2026-03-26,162.77,3,Starter Plan,North America
2026-03-26,73.22,3,Add-on Seats,North America
2026-03-26,104.78,2,Starter Plan,EMEA
2026-03-26,171.95,3,Starter Plan,North America
2026-03-26,157.47,1,Growth Plan,EMEA
2026-03-26,21.96,1,Add-on Seats,North America
2026-03-26,366.31,1,Enterprise Plan,North America
2026-03-26,297.72,2,Growth Plan,North America
2026-03-26,112.54,2,Starter Plan,North America
2026-03-26,126.19,2,Starter Plan,North America
2026-03-26,101.98,2,Starter Plan,North America
2026-03-26,793.28,2,Enterprise Plan,EMEA
2026-03-26,52.92,1,Starter Plan,APAC
2026-03-26,108.23,2,Starter Plan,North America
2026-03-26,53.09,1,Starter Plan,APAC
2026-03-26,53.96,1,Starter Plan,EMEA
2026-03-26,314.51,2,Growth Plan,North America
2026-03-26,58.54,2,Add-on Seats,EMEA
2026-03-26,105.4,2,Starter Plan,APAC
2026-03-26,108.94,2,Starter Plan,North America
2026-03-26,109.15,2,Starter Plan,APAC
2026-03-26,176.24,1,Growth Plan,North America
2026-03-26,52.17,1,Starter Plan,North America
2026-03-26,51.41,2,Add-on Seats,North America
2026-03-26,96.59,2,Starter Plan,North America
2026-03-26,25.97,1,Add-on Seats,North America
2026-03-27,117.4,2,Starter Plan,North America
2026-03-27,334.4,2,Growth Plan,North America
2026-03-27,415.64,1,Enterprise Plan,North America
2026-03-27,57.06,1,Starter Plan,North America
2026-03-27,172.06,1,Growth Plan,EMEA
2026-03-27,52.18,2,Add-on Seats,EMEA
2026-03-27,61.44,1,Starter Plan,EMEA
2026-03-27,53.53,1,Starter Plan,APAC
2026-03-27,58.88,1,Starter Plan,EMEA
2026-03-27,530.58,3,Growth Plan,APAC
2026-03-27,343.65,2,Growth Plan,APAC
2026-03-27,24.86,1,Add-on Seats,EMEA
2026-03-27,102.0,2,Starter Plan,APAC
2026-03-27,56.29,2,Add-on Seats,EMEA
2026-03-27,108.83,2,Starter Plan,North America
2026-03-27,26.43,1,Add-on Seats,EMEA
2026-03-27,322.59,1,Enterprise Plan,EMEA
2026-03-27,395.51,1,Enterprise Plan,North America
2026-03-27,351.22,1,Enterprise Plan,APAC
2026-03-27,786.68,2,Enterprise Plan,North America
2026-03-27,58.71,2,Add-on Seats,EMEA
2026-03-27,369.89,2,Growth Plan,North America
2026-03-27,334.8,2,Growth Plan,North America
2026-03-27,25.32,1,Add-on Seats,North America
2026-03-27,537.01,3,Growth Plan,North America
2026-03-27,96.04,2,Starter Plan,North America
2026-03-27,308.23,2,Growth Plan,APAC
2026-03-27,55.51,1,Starter Plan,North America
2026-03-27,722.56,2,Enterprise Plan,North America
2026-03-27,155.75,1,Growth Plan,North America
2026-03-27,116.92,2,Starter Plan,North America
2026-03-27,104.17,2,Starter Plan,North America
2026-03-27,150.71,1,Growth Plan,EMEA
2026-03-27,94.57,2,Starter Plan,North America
2026-03-28,356.92,1,Enterprise Plan,APAC
2026-03-28,754.98,2,Enterprise Plan,North America
2026-03-28,119.64,2,Starter Plan,North America
2026-03-28,27.43,1,Add-on Seats,EMEA
2026-03-28,797.42,2,Enterprise Plan,North America
2026-03-28,50.89,1,Starter Plan,EMEA
2026-03-28,48.35,1,Starter Plan,APAC
2026-03-28,100.07,2,Starter Plan,North America
2026-03-28,53.61,1,Starter Plan,North America
2026-03-28,542.85,3,Growth Plan,North America
2026-03-28,667.52,2,Enterprise Plan,EMEA
2026-03-28,118.68,2,Starter Plan,North America
2026-03-29,101.76,2,Starter Plan,EMEA
2026-03-29,158.92,1,Growth Plan,North America
2026-03-29,58.72,1,Starter Plan,APAC
2026-03-29,55.27,1,Starter Plan,North America
2026-03-29,28.68,1,Add-on Seats,North America
2026-03-29,176.63,1,Growth Plan,North America
2026-03-29,1055.8,3,Enterprise Plan,North America
2026-03-29,26.69,1,Add-on Seats,APAC
2026-03-29,56.02,1,Starter Plan,North America
2026-03-30,111.72,2,Starter Plan,EMEA
2026-03-30,166.54,1,Growth Plan,North America
2026-03-30,56.92,1,Starter Plan,APAC
2026-03-30,28.27,1,Add-on Seats,North America
2026-03-30,48.19,1,Starter Plan,North America
2026-03-30,182.8,1,Growth Plan,North America
2026-03-30,55.34,1,Starter Plan,North America
2026-03-30,118.29,2,Starter Plan,EMEA
2026-03-30,29.04,1,Add-on Seats,EMEA
2026-03-30,59.23,1,Starter Plan,APAC
2026-03-30,27.12,1,Add-on Seats,EMEA
2026-03-30,173.66,1,Growth Plan,North America
2026-03-30,23.86,1,Add-on Seats,North America
2026-03-30,52.18,1,Starter Plan,APAC
2026-03-30,60.44,2,Add-on Seats,North America
2026-03-30,382.12,1,Enterprise Plan,North America
2026-03-30,293.52,2,Growth Plan,EMEA
2026-03-30,390.54,2,Growth Plan,APAC
2026-03-30,52.08,2,Add-on Seats,North America
2026-03-30,735.44,2,Enterprise Plan,North America
2026-03-30,121.87,2,Starter Plan,EMEA
2026-03-30,57.71,1,Starter Plan,North America
2026-03-30,150.81,1,Growth Plan,EMEA
2026-03-30,55.54,1,Starter Plan,EMEA
2026-03-30,112.4,2,Starter Plan,North America
2026-03-31,310.52,2,Growth Plan,North America
2026-03-31,175.62,1,Growth Plan,North America
2026-03-31,59.27,2,Add-on Seats,North America
2026-03-31,51.07,2,Add-on Seats,North America
2026-03-31,877.4,2,Enterprise Plan,EMEA
2026-03-31,803.64,2,Enterprise Plan,EMEA
2026-03-31,54.91,1,Starter Plan,APAC
2026-03-31,58.84,2,Add-on Seats,North America
2026-03-31,96.44,2,Starter Plan,North America
2026-03-31,166.5,1,Growth Plan,APAC
2026-03-31,131.92,2,Starter Plan,North America
2026-03-31,172.46,1,Growth Plan,EMEA
2026-03-31,105.95,2,Starter Plan,North America
2026-03-31,189.89,1,Growth Plan,North America
2026-03-31,353.08,1,Enterprise Plan,North America
2026-03-31,97.66,2,Starter Plan,EMEA
2026-03-31,53.76,1,Starter Plan,APAC
2026-03-31,127.1,2,Starter Plan,North America
2026-03-31,117.25,2,Starter Plan,EMEA
2026-03-31,50.2,1,Starter Plan,North America
2026-03-31,111.37,2,Starter Plan,APAC
2026-03-31,50.2,1,Starter Plan,EMEA
2026-03-31,160.85,1,Growth Plan,North America
2026-03-31,397.99,1,Enterprise Plan,APAC
2026-03-31,792.42,2,Enterprise Plan,EMEA
2026-03-31,358.28,2,Growth Plan,EMEA
2026-03-31,59.88,2,Add-on Seats,North America
2026-03-31,59.94,1,Starter Plan,EMEA
2026-03-31,51.0,1,Starter Plan,North America
2026-03-31,104.83,2,Starter Plan,North America
2026-03-31,398.84,1,Enterprise Plan,APAC
2026-03-31,176.41,3,Starter Plan,North America
2026-04-01,64.08,2,Add-on Seats,North America
2026-04-01,58.34,1,Starter Plan,North America
2026-04-01,113.74,2,Starter Plan,EMEA
2026-04-01,49.57,1,Starter Plan,North America
2026-04-01,98.0,2,Starter Plan,APAC
2026-04-01,324.53,2,Growth Plan,North America
2026-04-01,52.64,1,Starter Plan,North America
2026-04-01,103.93,2,Starter Plan,EMEA
2026-04-01,407.69,1,Enterprise Plan,North America
2026-04-01,117.16,2,Starter Plan,EMEA
2026-04-01,115.83,2,Starter Plan,North America
2026-04-01,46.94,1,Starter Plan,APAC
2026-04-01,100.44,2,Starter Plan,APAC
2026-04-01,29.48,1,Add-on Seats,EMEA
2026-04-01,55.12,1,Starter Plan,North America
2026-04-01,125.28,1,Growth Plan,APAC
2026-04-01,114.1,2,Starter Plan,North America
2026-04-01,160.33,1,Growth Plan,North America
2026-04-01,58.82,1,Starter Plan,APAC
2026-04-01,28.87,1,Add-on Seats,North America
2026-04-01,331.49,2,Growth Plan,North America
2026-04-01,49.31,1,Starter Plan,North America
2026-04-01,164.44,1,Growth Plan,APAC
2026-04-01,54.86,1,Starter Plan,North America
2026-04-01,58.19,1,Starter Plan,North America
2026-04-01,54.43,2,Add-on Seats,North America
2026-04-01,527.84,3,Growth Plan,North America
2026-04-01,142.09,1,Growth Plan,APAC
2026-04-01,123.0,2,Starter Plan,North America
2026-04-01,56.99,1,Starter Plan,EMEA
2026-04-01,379.45,1,Enterprise Plan,North America
2026-04-01,114.34,2,Starter Plan,APAC
2026-04-01,338.15,2,Growth Plan,North America
2026-04-01,323.72,1,Enterprise Plan,APAC
2026-04-01,55.82,2,Add-on Seats,EMEA
2026-04-01,60.82,1,Starter Plan,APAC
2026-04-02,119.91,2,Starter Plan,North America
2026-04-02,319.95,2,Growth Plan,North America
2026-04-02,111.43,2,Starter Plan,North America
2026-04-02,27.72,1,Add-on Seats,APAC
2026-04-02,28.21,1,Add-on Seats,North America
2026-04-02,311.25,2,Growth Plan,North America
2026-04-02,173.78,1,Growth Plan,EMEA
2026-04-02,147.59,1,Growth Plan,EMEA
2026-04-02,57.04,1,Starter Plan,North America
2026-04-02,115.52,2,Starter Plan,APAC
2026-04-02,51.0,1,Starter Plan,North America
2026-04-02,116.49,2,Starter Plan,APAC
2026-04-02,57.62,2,Add-on Seats,APAC
2026-04-02,54.17,1,Starter Plan,APAC
2026-04-02,405.83,1,Enterprise Plan,APAC
2026-04-02,47.2,2,Add-on Seats,North America
2026-04-02,801.62,2,Enterprise Plan,APAC
2026-04-02,99.74,2,Starter Plan,North America
2026-04-02,353.79,2,Growth Plan,APAC
2026-04-02,64.21,1,Starter Plan,North America
2026-04-02,756.63,2,Enterprise Plan,EMEA
2026-04-02,59.65,1,Starter Plan,EMEA
2026-04-02,105.38,2,Starter Plan,North America
2026-04-02,349.98,2,Growth Plan,North America
2026-04-02,110.07,2,Starter Plan,North America
2026-04-02,754.47,2,Enterprise Plan,North America
2026-04-02,676.65,2,Enterprise Plan,North America
2026-04-02,174.04,1,Growth Plan,EMEA
2026-04-02,312.93,2,Growth Plan,North America
2026-04-02,61.01,1,Starter Plan,APAC
2026-04-02,328.26,2,Growth Plan,EMEA
2026-04-02,175.33,1,Growth Plan,North America
2026-04-02,53.97,1,Starter Plan,EMEA
2026-04-03,45.52,2,Add-on Seats,APAC
2026-04-03,122.49,2,Starter Plan,EMEA
2026-04-03,58.0,1,Starter Plan,APAC
2026-04-03,28.58,1,Add-on Seats,North America
2026-04-03,65.82,2,Add-on Seats,North America
2026-04-03,806.31,2,Enterprise Plan,APAC
2026-04-03,61.48,1,Starter Plan,APAC
2026-04-03,179.27,1,Growth Plan,EMEA
2026-04-03,327.22,2,Growth Plan,North America
2026-04-03,51.32,1,Starter Plan,APAC
2026-04-03,390.92,1,Enterprise Plan,North America
2026-04-03,33.26,1,Add-on Seats,EMEA
2026-04-03,284.16,2,Growth Plan,North America
2026-04-03,51.29,1,Starter Plan,EMEA
2026-04-03,381.42,1,Enterprise Plan,EMEA
2026-04-03,25.79,1,Add-on Seats,North America
2026-04-03,64.58,2,Add-on Seats,North America
2026-04-03,173.74,1,Growth Plan,APAC
2026-04-03,196.85,1,Growth Plan,APAC
2026-04-03,357.59,1,Enterprise Plan,EMEA
2026-04-03,109.66,2,Starter Plan,North America
2026-04-03,26.78,1,Add-on Seats,APAC
2026-04-03,168.99,1,Growth Plan,APAC
2026-04-03,49.21,2,Add-on Seats,North America
2026-04-03,327.56,2,Growth Plan,APAC
2026-04-03,146.43,1,Growth Plan,North America
2026-04-03,797.18,2,Enterprise Plan,APAC
2026-04-04,158.11,1,Growth Plan,North America
2026-04-04,177.69,1,Growth Plan,North America
2026-04-04,47.63,1,Starter Plan,APAC
2026-04-04,301.05,2,Growth Plan,North America
2026-04-04,31.98,1,Add-on Seats,North America
2026-04-04,505.09,3,Growth Plan,North America
2026-04-04,193.03,1,Growth Plan,EMEA
2026-04-04,380.86,2,Growth Plan,EMEA
2026-04-04,170.01,1,Growth Plan,APAC
2026-04-04,96.27,2,Starter Plan,North America
2026-04-04,58.87,2,Add-on Seats,EMEA
2026-04-04,59.06,1,Starter Plan,North America
2026-04-04,53.76,1,Starter Plan,North America
2026-04-05,186.64,1,Growth Plan,APAC
2026-04-05,164.64,1,Growth Plan,North America
2026-04-05,118.64,2,Starter Plan,EMEA
2026-04-05,101.28,2,Starter Plan,North America
2026-04-05,108.64,2,Starter Plan,APAC
2026-04-05,183.56,1,Growth Plan,EMEA
2026-04-05,30.18,1,Add-on Seats,North America
2026-04-05,328.96,2,Growth Plan,EMEA
2026-04-06,158.94,1,Growth Plan,APAC
2026-04-06,55.38,2,Add-on Seats,North America
2026-04-06,23.84,1,Add-on Seats,APAC
2026-04-06,330.67,2,Growth Plan,APAC
2026-04-06,315.72,2,Growth Plan,APAC
2026-04-06,59.1,1,Starter Plan,North America
2026-04-06,49.29,1,Starter Plan,EMEA
2026-04-06,45.76,1,Starter Plan,North America
2026-04-06,100.35,2,Starter Plan,APAC
2026-04-06,52.92,1,Starter Plan,APAC
2026-04-06,358.08,2,Growth Plan,North America
